project_id,acronym,startDate,title,topic,coordinator,country,city,orgURL,contactForm,objective_snippet,ecMaxContribution,projectURL
101294465,ACT2Flex,2026-06-01,"Flexible, Sustainable and Digitally-Enabled Solutions for Industrial Process Transformation",HORIZON-CL4-INDUSTRY-2025-01-TWIN-TRANSITION-32,POLYTECHNEIO KRITIS,EL,CHANIA,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/924773848/101294465,"While the rapid deployment of renewable energy offers a major decarbonisation opportunity, most energy-intensive industries remain rigid and unable to adapt production to variable energy supply. This structural inflexibility curtails renewable integration, sustains fossil fuel dependency, and underm","8491137,63",https://cordis.europa.eu/project/id/101294465
101294501,ZEnITh,2026-06-01,Zero Emissions Industrial Technologies (ZEnITh),HORIZON-CL4-INDUSTRY-2025-01-TWIN-TRANSITION-34,CLIVET SPA,IT,Feltre,https://www.clivet.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998627708/101294501,"Industry accounts for around 15% of the EU’s total emissions, with Energy-Intensive Industries (EIIs) representing more than half of the industrial energy consumption. These sectors – including aluminium, steel, cement, lime, chemicals, etc. – rely heavily on thermal energy, with 66% of industrial e",7949979,https://cordis.europa.eu/project/id/101294501
101269457,TIES,2026-06-01,"Transforming Hydropower: Integrating Flexibility, Ecosystem Health, and Societal Needs",HORIZON-CL5-2025-02-D3-04,TECHNISCHE UNIVERSITAET WIEN,AT,Wien,http://www.tuwien.ac.at,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999979888/101269457,"The TIES project—Transforming Hydropower: Integrating Flexibility, Ecosystem Health, and Societal Needs—aims to redefine hydropower in Europe by developing an integrated innovation framework that enhances operational flexibility, climate-resilience, environmental sustainability, and societal accepta","4296343,35",https://cordis.europa.eu/project/id/101269457
101269551,ALLEGRO,2026-06-01,ALTERNATIVE SILICON WAFER GROWTH TECHNOLOGY FOR LOW-COST HIGH-EFFICIENCY PHOTOVOLTAICS,HORIZON-CL5-2025-02-D3-09,INSTITUTT FOR ENERGITEKNIKK STI,NO,KJELLER,http://www.ife.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999455603/101269551,ALLEGRO aims to establish a competitive and resilient European silicon wafer manufacturing ecosystem by developing and demonstrating a disruptive kerfless wafer technology based on epitaxial growth from the gas phase. This innovative approach eliminates the energy- and material-intensive steps of co,"8980309,48",https://cordis.europa.eu/project/id/101269551
101288911,RUMINATE,2026-06-01,"Advancing Climate-Resilient RUMinant Farming Systems INtegrating Genomics, Environment, and Management StrATEgies",HORIZON-CL6-2025-02-FARM2FORK-07,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,EL,THERMI THESSALONIKI,https://www.certh.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998802502/101288911,"Animal husbandry is strongly linked to the environment; both impacting and being shaped by it. Livestock farming, which contributes approximately 14.5% of global anthropogenic GHG emissions, is a major driver of climate change, which in turn threatens productivity, animal welfare, and the sector’s r","5668207,8",https://cordis.europa.eu/project/id/101288911
101293878,FLARE,2026-06-01,"A Decision Intelligence Platform for FLexible, Agile, Resilient, and Energy-Aware Processes",HORIZON-CL4-INDUSTRY-2025-01-TWIN-TRANSITION-32,MUNSTER TECHNOLOGICAL UNIVERSITY,IE,Cork,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892106673/101293878,"FLARE will enhance the resilience of energy-intensive industries by fusing flexibility with AI-driven decision intelligence, and proactive energy orchestration into a single platform, providing a system that can withstand, adapt and recover from the volatility and fluctuations in energy supply, cost","7990695,25",https://cordis.europa.eu/project/id/101293878
101295902,CASI-BIO,2026-06-01,Cascading and Sustainable Innovation for the Bioeconomy,HORIZON-CL6-2025-03-GOVERNANCE-04,APPLIED RESEARCH AND COMMUNICATIONS FUND,BG,SOFIA,http://www.arcfund.net,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999815376/101295902,"CASI-BIO transforms EU bioeconomy sustainability principles into actionable governance, tools, and policy roadmaps. It responds directly to Horizon Europe Destination 7 by enabling evidence-based policy mixes and multi-level governance for a just, sustainable transition.The project’s objectives are ","3979999,14",https://cordis.europa.eu/project/id/101295902
101296065,BALANSED,2026-06-01,Biomass Assessment of Land and Sea  for Engagement and Deliberation.,HORIZON-CL6-2025-03-GOVERNANCE-05,STICHTING WAGENINGEN RESEARCH,NL,Wageningen,https://www.wur.nl/en/research-results/research-institutes/food-safety-research.htm,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999547365/101296065,"Building on the Integrated Bioeconomy Land Use Assessment (IBLUA) developed by the JRC, the BALANSED project offers a participatory and iterative approach to bioeconomy governance across Europe. BALANSED puts multi-level deliberation at the centre of its methodology, combining participatory processe","4499936,9",https://cordis.europa.eu/project/id/101296065
101298672,IRIS-XR,2026-06-01,Immersive realism through integrated sensing and optics for extended reality,HORIZON-CL4-2025-03-HUMAN-14,DEUTSCHES FORSCHUNGSZENTRUM FUR KUNSTLICHE INTELLIGENZ GMBH,DE,Kaiserslautern,http://www.dfki.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999607602/101298672,"IRIS-XR aims to design, integrate, and validate a next-generation XR hardware–software platform that redefines the limits of visual quality, energy efficiency, and real-time responsiveness. The project combines breakthroughs in photonics, compact sensing, and AI-driven multimodal interaction to over",5712940,https://cordis.europa.eu/project/id/101298672
101297892,XR-SENSE,2026-06-01,"Next-Generation Visuohaptic Media Representation, Coding and Interactive Rendering for Immersive and Inclusive XR",HORIZON-CL4-2025-03-HUMAN-14,PANEPISTIMIO PATRON,EL,RIO PATRAS,http://www.upatras.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999894528/101297892,"XR-Sense aims to provide highly innovative and impactful enabling technologies for the next generation of virtual worlds. Based on a coordinated effort by leading scientific and industrial partners, XR-Sense will advance European XR capabilities through a unique combination of practical integration ","5996152,5",https://cordis.europa.eu/project/id/101297892
101295503,StandardAIse,2026-06-01,"AN AI-POWERED, HUMAN-VALIDATED STANDARDISATION LANDSCAPE HUB",HORIZON-CL4-INDUSTRY-2025-01-HUMAN-61,EUROPEAN FEDERATION FOR WELDING JOINING AND CUTTING,BE,Bruxelles / Brussel,https://www.ewf.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997334213/101295503,"The European research and innovation (R&I) ecosystem faces challenges from a fragmented standardisation landscape, creating barriers for innovators, particularly Small and Medium-sized Enterprises (SMEs). The project's mission is to shift the perception of standards from complex texts to user-friend","991616,12",https://cordis.europa.eu/project/id/101295503
101269521,INNO4GRID,2026-06-01,Innovative Technologies for Massive Renewables Integration into The Grid,HORIZON-CL5-2025-02-D3-17,ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON,EL,ATHINA,http://www.elke.uoa.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999643007/101269521,"Europe aims to become climate-neutral by 2050 under the European Green Deal, with legally binding 2030 targets of a 55% cut in greenhouse gas emissions and at least 42.5% renewable energy (aspiring to 45%). Towards this direction, the EU policies like the Clean Energy for All Europeans Package and t","9999346,75",https://cordis.europa.eu/project/id/101269521
101294202,ARCADIA,2026-06-01,"Advancing Responsible, Compliant, and ethical AI-Driven knowledge vAlorisation for early-stage innovation",HORIZON-CL4-INDUSTRY-2025-01-HUMAN-62,FONDAZIONE HUB INNOVAZIONE TRENTINO,IT,Trento,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/925112281/101294202,"ARCADIA is a 24-month Horizon Europe Coordination and Support Action that aims to radically improve how research results are turned into societal, economic, and policy impact. Today, the vast majority of publicly funded research across Europe remains underutilised—95% of patents lie inactive, and ma","1997686,25",https://cordis.europa.eu/project/id/101294202
101269621,BHARAT-EU,2026-06-01,BHARAT-EU: Bio-based renewable Hydrogen from Agro/forestry/biogenic Residues through Advanced Technologies,HORIZON-CL5-2025-02-D2-08,POLITECNICO DI MILANO,IT,Milano,http://www.polimi.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999879881/101269621,"To sufice the sustainable H2 demand of future society, the BHARAT-EU project launches a bio-based process suitable for conversion of agricultural, forest and industrial biogenic waste to renewable H2. By combining thermochemical and biological technologies developed in a collaborative frame among EU",4998357,https://cordis.europa.eu/project/id/101269621
101286191,MORSE,2026-06-01,Models supporting practical restoration of habitats and species in Europe’s seas,HORIZON-CL6-2025-01-BIODIV-05,SUOMEN YMPARISTOKESKUS,FI,HELSINKI,http://www.environment.fi/syke,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999478010/101286191,"MORSE supports the marine restoration in Europe, by (i) providing an integrated modelling framework, (ii) improving the knowledge base for national authorities, and (iii) demonstrating effective and climate-resilient restoration pathways. MORSE is a collaborative effort between (a) modellers advanci","6000474,95",https://cordis.europa.eu/project/id/101286191
101271608,ECOSTEP,2026-06-01,ECOdesign criteria for Sustainability in footwear and Testing methods for Evaluation of Performance,HORIZON-CL6-2025-01-CIRCBIO-02,ASOCIACION EMPRESARIAL DE INVESTIGACION CENTRO TECNOLOGICO DEL CALZADOY DEL PLASTICO DE LA REGION DE MURCIA,ES,Alhama De Murcia,http://www.ctcalzado.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/963416417/101271608,"ECOSTEP is a 48-month project to develop, test, and validate an advanced ecodesign methodology for the footwear sector, addressing circularity, durability, and social sustainability across the full value chain. The project will deliver an AI-based tool integrating Life Cycle Sustainability Assessmen","3986988,13",https://cordis.europa.eu/project/id/101271608
101287159,REPhRAME,2026-06-01,REcurrent urinary tract infection: Efficacy and safety of PHage theRapy and Microbiota transfEr,HORIZON-HLTH-2025-01-DISEASE-01,JOHANN WOLFGANG GOETHE-UNIVERSITAET FRANKFURT AM MAIN,DE,FRANKFURT AM MAIN,http://www.uni-frankfurt.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978724/101287159,"Recurrent urinary tract infections (rUTIs) impose a substantial clinical and socio-economic burden, particularly in women, and are increasingly complicated by antimicrobial resistance (AMR). Current treatment options rely heavily on antibiotics, fueling resistance and limiting therapeutic efficacy. ","15199939,18",https://cordis.europa.eu/project/id/101287159
101288143,TAIST,2026-06-01,TUMOUR ACTIVATED IMMUNOTHERAPY FOR SOLID TUMOURS (TAIST),HORIZON-HLTH-2025-01-TOOL-05,ACCESSION THERAPEUTICS LIMITED,UK,OXFORD,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882979943/101288143,"Cancer remains a major global burden, with an estimated 19 million new cases and almost 10 million deaths due to cancer in 2020. For many cancers, the survival rate remains low despite new therapies becoming available. For example, lung cancer survival estimates are 25% at five years. The overall bu","7478174,75",https://cordis.europa.eu/project/id/101288143
101288733,MIREYA,2026-06-01,Multimodal data Integration and AI-based REsearch on environmental exposures in children and Young Adult cancers,HORIZON-MISS-2025-02-CANCER-02,FONDAZIONE IRCCS ISTITUTO NAZIONALE DEI TUMORI,IT,Milan,http://www.istitutotumori.mi.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998538759/101288733,"MIREYA is a pan-European, multi-omic, multi-exposures and multi-disciplinary project that advances research and delivers a yet unavailable understanding of the impact and causal pathway of multiple environmental exposures on the development and outcomes in rare children (0-14 years) and adolescent a","7147876,25",https://cordis.europa.eu/project/id/101288733
101289070,P-PEAKS UTI,2026-06-01,Personalized-Phage Against E. Coli with IV Antibiotic to Knockout Stable Biofilms in Urinary Tract Infections,HORIZON-HLTH-2025-01-DISEASE-01,UNITY HEALTH TORONTO,CA,Toronto,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/873723427/101289070,"P-PEAKS UTI is a multicenter, intercontinental Phase II randomized controlled trial evaluating the safety, efficacy, and feasibility of personalized bacteriophage therapy in combination with intravenous beta-lactam antibiotics for the secondary prevention of recurrent urinary tract infections (rUTIs","15597531,54",https://cordis.europa.eu/project/id/101289070
101290723,CURE-SHOCK,2026-06-01,CURE-SHOCK: PROCIZUMAB TO REDUCE MORBIDITY AND MORTALITY IN CIRCULATORY SHOCK,HORIZON-HLTH-2025-01-TOOL-05,UNIVERSITAETSKLINIKUM HAMBURG-EPPENDORF,DE,Hamburg,http://www.uke.uni-hamburg.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999857474/101290723,"Circulatory shock, encompassing septic, burn, and traumatic shock, affects over 500,000 patients annually in the EU and USA. It represents a life-threatening condition with 30–50% mortality within 30 days of hospitalization. Current treatments are limited to supportive care, lacking causal therapies",7963475,https://cordis.europa.eu/project/id/101290723
101289276,PHOENIX,2026-06-01,Phase I/II trial of an Oral ER-stress iNducer in relapsed/refractory neuroblastoma and paediatric solid tumours,HORIZON-MISS-2025-02-CANCER-04,FUNDACIO HOSPITAL UNIVERSITARI VALL D'HEBRON - INSTITUT DE RECERCA,ES,BARCELONA,http://www.vhebron.es/vhang.htm,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999541642/101289276,"Childhood cancer is the leading cause of disease-related death in children, with high-risk neuroblastoma and other aggressive paediatric solid tumours representing a critical unmet need. Despite multimodal therapy, over half of children with relapsed or refractory disease do not achieve long-term su","8468780,31",https://cordis.europa.eu/project/id/101289276
101290181,BioValueAI,2026-06-01,BioValueAI: Digital Innovations for Circulair Bioeconomy,HORIZON-CL6-2025-01-CIRCBIO-09,STICHTING WAGENINGEN RESEARCH,NL,Wageningen,https://www.wur.nl/en/research-results/research-institutes/food-safety-research.htm,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999547365/101290181,"The European bio-based industry is at a pivotal juncture, facing the dual challenge of improving sustainability and competitiveness in a rapidly evolving global market. Despite its potential, integration of digital technologies in bio-based processes is still limited. BioValueAI aims to transform th","4999984,88",https://cordis.europa.eu/project/id/101290181
101289831,ORIGIN,2026-06-01,ORIGIN - Optimized Routing and Industrial Generation of Ingredients from Nature​,HORIZON-CL6-2025-01-CIRCBIO-08,SILICOLIFE SA,PT,BRAGA,https://www.silicolife.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/960208336/101289831,"The ORIGIN project (Optimized Routing and Industrial Generation of Ingredients from Nature) directly addresses the Horizon Europe call HORIZON-CL6-2025-01-CIRCBIO-08: Bioprospecting and optimized production of terrestrial natural products, which seeks innovative, sustainable routes to bio-based ingr",5498237,https://cordis.europa.eu/project/id/101289831
101290046,NEOTREG,2026-06-01,"Early clinical development of first-in-class EGL-001 targeting Tregs in head and neck squamous cell carcinoma, supported by AI-based pathomics",HORIZON-HLTH-2025-01-TOOL-05,EGLE THERAPEUTICS,FR,SURESNES,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/874195138/101290046,"The NEOTREG project is an SME-led, multidisciplinary initiative designed to accelerate the clinical translation of EGL-001, a first-in-class bispecific fusion antibody that selectively depletes regulatory T cells (Tregs) within the tumour microenvironment. By overcoming immune suppression, EGL-001 e","7999119,5",https://cordis.europa.eu/project/id/101290046
101293777,AgriScienceFM,2026-06-01,AI Foundation Models in Agricultural Sciences,HORIZON-CL4-INDUSTRY-2025-01-DIGITAL-61,WAGENINGEN UNIVERSITY,NL,Wageningen,http://www.wageningenur.nl/nl.htm,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999981634/101293777,"Foundation models (FMs) have accelerated scientific discoveries for weather prediction, protein folding and natural language processing. Meanwhile, agricultural sciences, where technical breakthroughs could help eradicate world hunger while mitigating environmental pollution and climate impacts, hav","5999966,92",https://cordis.europa.eu/project/id/101293777
101294624,EMPOWR,2026-06-01,Empowering Advanced Manufacturing Workers through Human-Centric Augmentation,HORIZON-CL4-INDUSTRY-2025-01-TWIN-TRANSITION-02,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,EL,THERMI THESSALONIKI,https://www.certh.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998802502/101294624,"EMPOWR will advance the vision of Industry 5.0 by placing human workers at the centre of next-generation manufacturing through adaptive augmentation technologies. The project develops a cognitive ecosystem that combines Artificial Intelligence, Augmented Reality, and Digital Twins to enhance worker ","5978078,79",https://cordis.europa.eu/project/id/101294624
